title,residential_complex,char_total_area,char_living_area,char_площадь кухни,char_floor_current,char_floor_total,char_completion_year,char_building_status,char_renovation,char_flat_тип_жилья,char_flat_общая_площадь,char_flat_жилая_площадь,char_flat_площадь_кухни,char_flat_высота_потолков,char_flat_санузел,char_flat_вид_из_окон,char_flat_отделка,char_building_количество_лифтов,char_building_тип_дома,char_building_пандус,district,building,metro_count,metro_names,metro_times,hc_developer,hc_class,hc_building_type,hc_parking,hc_complex_type,hc_advantages,developer_description,online_booking,views,hc_decoration_options,char_flat_балкон/лоджия,char_building_парковка
"Продается 4-комн. квартира, 97,81 м²",ЖК «ID Petrogradskaya (Айди Петроградская)»,"97,81 м²","48,1 м²","17,2 м²",4,6,2029,Не сдан,Без отделки,Новостройка,"97,81 м²","48,1 м²","17,2 м²",3 м,,,Без отделки,6 пассажирских,Монолитно-кирпичный,,р-н Петроградский,38,3.0,"Петроградская, Чкаловская, Черная речка","16 мин., 21 мин., 4 мин.",,,,,,,,False,"71 просмотр, нет за сегодня",Без отделки,,Подземная
"Продается 3-комн. квартира, 104,52 м²",ЖК «ID Petrogradskaya (Айди Петроградская)»,"104,52 м²","42,8 м²","22,3 м²",2,6,2029,Не сдан,Без отделки,Новостройка,"104,52 м²","42,8 м²","22,3 м²",3 м,,,Без отделки,6 пассажирских,Монолитно-кирпичный,,р-н Петроградский,38,3.0,"Петроградская, Чкаловская, Черная речка","16 мин., 21 мин., 4 мин.",,,,,,,,False,"256 просмотров, 1 за сегодня",Без отделки,,Подземная
"Продается 3-комн. квартира, 87,7 м²",ЖК «Нева Резиденс»,"87,7 м²","46,2 м²",16 м²,5,8,2024,Сдан,Без отделки,Новостройка,"87,7 м²","46,2 м²",16 м²,"3,02 м","1 совмещенный, 1 раздельный",На улицу,Без отделки,1 пассажирский,Монолитный,,р-н Петроградский,15,3.0,"Спортивная, Василеостровская, Чкаловская","4 мин., 4 мин., 5 мин.",ЛСР. Недвижимость-Северо-Запад,Премиум,Монолитный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"239 просмотров, нет за сегодня",Без отделки,1 лоджия,Подземная
"Продается 1-комн. квартира, 42,3 м²",ЖК «Лермонтовский 54»,"42,3 м²","11,1 м²","23,1 м²",4,7,2025,Не сдан,Без отделки,Новостройка,"42,3 м²","11,1 м²","23,1 м²",3 м,1 совмещенный,На улицу,Без отделки,"2 пассажирских, 14 грузовых",Монолитный,,р-н Адмиралтейский,169,3.0,"Балтийская, Фрунзенская, Технологический институт","4 мин., 17 мин., 23 мин.",ПИК,Бизнес,Монолитный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"48 просмотров, нет за сегодня","Предчистовая, Без отделки",,Открытая
"Продается студия, 22,22 м²",ЖК «Дубровский»,"22,22 м²","9,9 м²",,2,4,2027,Не сдан,С отделкой,Новостройка,"22,22 м²","9,9 м²",,,,,С отделкой,,Монолитно-кирпичный,,р-н Пушкинский,,3.0,"Купчино, Звездная, Шушары","24 мин., 25 мин., 27 мин.",КВС,Бизнес,Монолитно-кирпичный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура",,True,"16 просмотров, нет за сегодня","Чистовая, Предчистовая",,
"Продается 2-комн. квартира, 53 м²",ЖК «PLUS Пулковский (Плюс Пулковский)»,53 м²,"25,2 м²","13,1 м²",5,5,2027,Не сдан,Чистовая,Новостройка,53 м²,"25,2 м²","13,1 м²","2,89 м","1 совмещенный, 1 раздельный",На улицу и двор,Чистовая,1 грузовой,Монолитный,,р-н Московский,,3.0,"Звездная, Проспект Ветеранов, Юго-Западная","22 мин., 23 мин., 24 мин.",ГК ПСК,Комфорт,Монолитно-кирпичный,"Подземная, отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа",,False,"15 просмотров, 2 за сегодня",,,
"Продается 1-комн. квартира, 42,6 м²",ЖК «Руднева 15»,"42,6 м²","13,6 м²","15,6 м²",1,13,2024,Сдан,Чистовая,Новостройка,"42,6 м²","13,6 м²","15,6 м²","2,63 м",1 совмещенный,Во двор,Чистовая,,Монолитный,,р-н Выборгский,2к1,3.0,"Проспект Просвещения, Гражданский проспект, Политехническая","5 мин., 6 мин., 7 мин.",,,,,,,,False,"99 просмотров, нет за сегодня",,,
"Продается студия, 22,2 м²",ЖК «ЛСР. Измайловский»,"22,2 м²","11,7 м²",,9,11,2027,Не сдан,Предчистовая,Новостройка,"22,2 м²","11,7 м²",,"2,5 м",1 совмещенный,Во двор,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,Есть,р-н Адмиралтейский,,3.0,"Балтийская, Технологический институт, Фрунзенская","14 мин., 11 мин., 12 мин.",ЛСР. Недвижимость-Северо-Запад,Бизнес,Монолитный,Гостевая,Жилой комплекс,"Внутренний двор, Архитектура",,True,"18 просмотров, нет за сегодня",,,
"Продается 2-комн. квартира, 61,7 м²",ЖК «Руднева 15»,"61,7 м²","26,5 м²",20 м²,8,13,2024,Сдан,Чистовая,Новостройка,"61,7 м²","26,5 м²",20 м²,"2,63 м",,Во двор,Чистовая,,Монолитный,,р-н Выборгский,2к1,3.0,"Проспект Просвещения, Гражданский проспект, Политехническая","5 мин., 6 мин., 7 мин.",,,,,,,,False,"48 просмотров, нет за сегодня",,,
"Продается 1-комн. квартира, 34,93 м²",ЖК «Морская миля»,"34,93 м²",11 м²,17 м²,2,23,2026,Не сдан,Чистовая,Новостройка,"34,93 м²",11 м²,17 м²,"2,55 м",1 совмещенный,Во двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,,р-н Красносельский,,3.0,"Автово, Юго-Западная, Кировский завод","6 мин., 18 мин., 7 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Монолитно-кирпичный,Подземная,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"20 просмотров, 5 за сегодня",,,
"Продается студия, 24,65 м²",ЖК «Бионика Заповедная»,"24,65 м²",18 м²,,10,12,2026,Не сдан,Чистовая,Новостройка,"24,65 м²",18 м²,,"2,77 м",,,Чистовая,"1 пассажирский, 1 грузовой",Монолитно-кирпичный,,р-н Приморский,,3.0,"Проспект Просвещения, Озерки, Удельная","12 мин., 13 мин., 14 мин.",Setl Group,Комфорт,Монолитный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"24 просмотра, нет за сегодня",,1 лоджия,
"Продается 1-комн. квартира, 39,61 м²",ЖК «ЮгТаун. Олимпийские кварталы»,"39,61 м²","13,2 м²","17,8 м²",4,5,2027,Не сдан,Чистовая,Новостройка,"39,61 м²","13,2 м²","17,8 м²",,,,Чистовая,,Монолитный,,р-н Пушкинский,,3.0,"Купчино, Московская, Звездная","20 мин., 20 мин., 21 мин.",КВС,Комфорт,Монолитный,Гостевая,Жилой комплекс,"Отделка, Внутренний двор, Архитектура",,True,"41 просмотр, нет за сегодня",,,
"Продается 2-комн. квартира, 64,53 м²",ЖК «Галерная гавань»,"64,53 м²","28,1 м²",18 м²,2,12,2028,Не сдан,Без отделки,Новостройка,"64,53 м²","28,1 м²",18 м²,"3,02 м",2 совмещенных,На улицу и двор,Без отделки,"1 пассажирский, 1 грузовой",Монолитный,Есть,р-н Василеостровский,Галерная гавань жилой комплекс,3.0,"Приморская, Горный институт, Василеостровская","8 мин., 6 мин., 9 мин.",,,,,,,,False,"5 просмотров, 1 за сегодня",Без отделки,,
"Продается студия, 24,44 м²",ЖК «Setl Ривьера»,"24,44 м²","18,1 м²",,14,17,2028,Не сдан,Чистовая,Новостройка,"24,44 м²","18,1 м²",,"2,77 м",,,Чистовая,26 пассажирских,Монолитно-кирпичный,,р-н Невский,,3.0,"Проспект Большевиков, Новочеркасская, Ломоносовская","7 мин., 6 мин., 7 мин.",Setl Group,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"17 просмотров, нет за сегодня",,1 лоджия,
"Продается 1-комн. квартира, 31,2 м²",ЖК «Ручьи»,"31,2 м²","10,1 м²","14,3 м²",8,21,2026,Не сдан,Чистовая,Новостройка,"31,2 м²","10,1 м²","14,3 м²","2,55 м",1 совмещенный,Во двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,,р-н Красногвардейский,,3.0,"Академическая, Девяткино, Гражданский проспект","14 мин., 14 мин., 14 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"182 просмотра, нет за сегодня",,,Наземная
"Продается студия, 24,62 м²",ЖК «Парадный ансамбль»,"24,62 м²","18,2 м²",,5,5,2026,Не сдан,Чистовая,Новостройка,"24,62 м²","18,2 м²",,"2,77 м",,,Чистовая,"6 пассажирских, 6 грузовых",Монолитно-кирпичный,,р-н Московский,,3.0,"Московская, Проспект Ветеранов, Дунайская","21 мин., 23 мин., 23 мин.",Setl Group,Комфорт,"Монолитно-кирпичный, монолитный",Подземная,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"158 просмотров, нет за сегодня",,1 балкон,Подземная
"Продается 3-комн. квартира, 96,4 м²",ЖК «Bakunina 33 (Бакунина 33)»,"96,4 м²","54,7 м²","17,1 м²",5,9,2025,Сдан,Без отделки,Новостройка,"96,4 м²","54,7 м²","17,1 м²",3 м,3 совмещенных,Во двор,Без отделки,"1 пассажирский, 1 грузовой",Монолитный,,р-н Центральный,33,3.0,"Площадь Восстания, Площадь Александра Невского, Маяковская","19 мин., 13 мин., 23 мин.",ГК ПСК,Бизнес,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Внутренний двор, Архитектура, Входная группа",,True,"6 просмотров, нет за сегодня",Без отделки,,
"Продается 1-комн. квартира, 36,99 м²",ЖК «Северный ветер»,"36,99 м²","12,5 м²","12,9 м²",7,16,2028,Не сдан,Предчистовая,Новостройка,"36,99 м²","12,5 м²","12,9 м²","2,72 м",1 совмещенный,Во двор,Предчистовая,"1 пассажирский, 2 грузовых",Монолитный,,р-н Василеостровский,,3.0,"Василеостровская, Приморская, Горный институт","15 мин., 10 мин., 11 мин.",Брусника,Бизнес,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Входная группа",,True,"24 просмотра, 3 за сегодня",,1 балкон,
"Продается 2-комн. квартира, 76,44 м²",ЖК «Северный ветер»,"76,44 м²","21,6 м²","21,7 м²",5,16,2028,Не сдан,Предчистовая,Новостройка,"76,44 м²","21,6 м²","21,7 м²","3,1 м",2 совмещенных,На улицу и двор,Предчистовая,"13 пассажирских, 2 грузовых",Монолитный,,р-н Василеостровский,,3.0,"Василеостровская, Приморская, Горный институт","11 мин., 7 мин., 10 мин.",Брусника,Бизнес,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Входная группа",,True,"68 просмотров, нет за сегодня",,1 лоджия,
"Продается 3-комн. квартира, 78,8 м²",ЖК «Дубровский»,"78,8 м²","43,4 м²","17,6 м²",3,4,2027,Не сдан,С отделкой,Новостройка,"78,8 м²","43,4 м²","17,6 м²","2,77 м",,,С отделкой,,Монолитно-кирпичный,,р-н Пушкинский,,3.0,"Купчино, Звездная, Шушары","25 мин., 26 мин., 28 мин.",КВС,Бизнес,Монолитно-кирпичный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура",,True,"45 просмотров, нет за сегодня","Чистовая, Предчистовая",,
"Продается 1-комн. квартира, 38,58 м²",ЖК «PLUS Пулковский (Плюс Пулковский)»,"38,58 м²","11,6 м²","18,2 м²",1,5,2026,Не сдан,Чистовая,Новостройка,"38,58 м²","11,6 м²","18,2 м²","2,89 м",1 совмещенный,Во двор,Чистовая,1 грузовой,Монолитный,,р-н Московский,,3.0,"Московская, Проспект Ветеранов, Купчино","19 мин., 21 мин., 22 мин.",ГК ПСК,Комфорт,Монолитно-кирпичный,"Подземная, отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа",,False,"15 просмотров, нет за сегодня",,,
"Продается 1-комн. квартира, 33,74 м²",ЖК «Бионика Заповедная»,"33,74 м²","10,6 м²",15 м²,11,12,2027,Не сдан,Чистовая,Новостройка,"33,74 м²","10,6 м²",15 м²,"2,77 м",,,Чистовая,"1 пассажирский, 1 грузовой",Монолитно-кирпичный,,р-н Приморский,18к1,3.0,"Проспект Просвещения, Озерки, Удельная","12 мин., 13 мин., 13 мин.",Setl Group,Комфорт,Монолитный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"18 просмотров, 1 за сегодня",,1 лоджия,
"Продается 2-комн. квартира, 59,51 м²",ЖК «Образцовый квартал 17»,"59,51 м²","29,2 м²","13,6 м²",3,4,2026,Не сдан,Предчистовая,Новостройка,"59,51 м²","29,2 м²","13,6 м²","2,87 м",1 совмещенный,,Предчистовая,1 пассажирский,Монолитно-кирпичный,,р-н Пушкинский,,3.0,"Купчино, Московская, Звездная","20 мин., 20 мин., 21 мин.",,,,,,,,True,"45 просмотров, 3 за сегодня",,1 балкон,Наземная
"Продается студия, 24,89 м²",ЖК «Квартал бизнес-класса Б15»,"24,89 м²","12,6 м²",,9,17,2026,Не сдан,С отделкой,Новостройка,"24,89 м²","12,6 м²",,"2,73 м",,,С отделкой,"11 пассажирских, 11 грузовых",Монолитно-кирпичный,,р-н Калининский,Б15 жилой квартал,3.0,"Лесная, Выборгская, Площадь Ленина","5 мин., 7 мин., 7 мин.",КВС,Бизнес,Монолитно-кирпичный,Подземная,Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа",,True,"10 просмотров, нет за сегодня","Чистовая, Предчистовая",,
"Продается 2-комн. квартира, 58,19 м²",ЖК «Квартал бизнес-класса Б15»,"58,19 м²","25,6 м²","17,8 м²",16,17,2026,Не сдан,С отделкой,Новостройка,"58,19 м²","25,6 м²","17,8 м²","2,73 м",,,С отделкой,"11 пассажирских, 11 грузовых",Монолитно-кирпичный,,р-н Калининский,Б15 жилой квартал,3.0,"Лесная, Выборгская, Площадь Ленина","5 мин., 7 мин., 7 мин.",КВС,Бизнес,Монолитно-кирпичный,Подземная,Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа",,True,"27 просмотров, нет за сегодня","Чистовая, Предчистовая",,
"Продается 1-комн. квартира, 31,7 м²",ЖК «Цветной Город»,"31,7 м²","18,5 м²","7,2 м²",24,25,2026,Не сдан,Чистовая,Новостройка,"31,7 м²","18,5 м²","7,2 м²","2,55 м",1 совмещенный,Во двор,Чистовая,3 грузовых,Монолитный,,р-н Красногвардейский,2,3.0,"Академическая, Девяткино, Гражданский проспект","19 мин., 15 мин., 15 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,"Панельный, монолитный","Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура",,True,"31 просмотр, нет за сегодня","Чистовая, Чистовая с мебелью",1 лоджия,
"Продается студия, 23,51 м²",ЖК «Respect (Респект)»,"23,51 м²",9 м²,5 м²,4,13,2027,Не сдан,Предчистовая,Новостройка,"23,51 м²",9 м²,5 м²,"2,7 м",1 совмещенный,Во двор,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,,р-н Калининский,87,3.0,"Лесная, Выборгская, Площадь Мужества","17 мин., 7 мин., 7 мин.",ГК ПСК,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,Архитектура,,False,"223 просмотра, нет за сегодня","Чистовая, Предчистовая",1 балкон,
"Продается 2-комн. квартира, 48,6 м²",ЖК «Цветной Город»,"48,6 м²","23,1 м²","15,1 м²",17,23,2026,Не сдан,Чистовая,Новостройка,"48,6 м²","23,1 м²","15,1 м²","2,55 м",1 раздельный,На улицу и двор,Чистовая,3 грузовых,Монолитный,,р-н Красногвардейский,2,3.0,"Академическая, Девяткино, Гражданский проспект","19 мин., 15 мин., 15 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,"Панельный, монолитный","Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура",,True,"18 просмотров, 1 за сегодня","Чистовая, Чистовая с мебелью",1 лоджия,
"Продается 1-комн. квартира, 38,88 м²",ЖК «ID Petrogradskaya (Айди Петроградская)»,"38,88 м²","11,2 м²","16,7 м²",1,6,2029,Не сдан,Без отделки,Новостройка,"38,88 м²","11,2 м²","16,7 м²",3 м,,,Без отделки,6 пассажирских,Монолитно-кирпичный,,р-н Петроградский,38,3.0,"Петроградская, Чкаловская, Черная речка","16 мин., 21 мин., 4 мин.",,,,,,,,False,"95 просмотров, нет за сегодня",Без отделки,,Подземная
"Продается 2-комн. квартира, 67,26 м²",ЖК «ID Petrogradskaya (Айди Петроградская)»,"67,26 м²",25 м²,"19,5 м²",6,6,2029,Не сдан,Без отделки,Новостройка,"67,26 м²",25 м²,"19,5 м²",3 м,,,Без отделки,6 пассажирских,Монолитно-кирпичный,,р-н Петроградский,38,3.0,"Петроградская, Чкаловская, Черная речка","16 мин., 21 мин., 4 мин.",,,,,,,,False,"48 просмотров, нет за сегодня",Без отделки,,Подземная
"Продается студия, 24,64 м²",ЖК «Астра Континенталь»,"24,64 м²",18 м²,,6,11,2028,Не сдан,Чистовая,Новостройка,"24,64 м²",18 м²,,"2,77 м",,,Чистовая,"23 пассажирских, 23 грузовых",Монолитно-кирпичный,,р-н Невский,,3.0,"Елизаровская, Площадь Александра Невского, Обводный канал","16 мин., 7 мин., 8 мин.",Setl Group,Комфорт,Монолитно-кирпичный,Гостевая,Жилой комплекс,"Отделка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"2 просмотра, нет за сегодня",,1 лоджия,Подземная
"Продается 2-комн. квартира, 51,68 м²",ЖК «ЮгТаун. Олимпийские кварталы»,"51,68 м²",27 м²,"11,6 м²",5,5,2027,Не сдан,Чистовая,Новостройка,"51,68 м²",27 м²,"11,6 м²",,,,Чистовая,,Монолитный,,р-н Пушкинский,,3.0,"Купчино, Московская, Звездная","20 мин., 20 мин., 21 мин.",КВС,Комфорт,Монолитный,Гостевая,Жилой комплекс,"Отделка, Внутренний двор, Архитектура",,True,"21 просмотр, нет за сегодня",,,
"Продается 2-комн. квартира, 71,76 м²",ЖК «Ассамблея»,"71,76 м²","29,1 м²","17,5 м²",1,12,2028,Не сдан,Без отделки,Новостройка,"71,76 м²","29,1 м²","17,5 м²",3 м,"1 совмещенный, 1 раздельный",На улицу и двор,Без отделки,"1 пассажирский, 1 грузовой",Монолитный,,р-н Василеостровский,,3.0,"Горный институт, Василеостровская, Приморская","16 мин., 22 мин., 5 мин.",,,,,,,,True,"2 просмотра, нет за сегодня",Без отделки,1 лоджия,
"Продается студия, 22,1 м²",ЖК «Ручьи»,"22,1 м²","10,9 м²",,2,20,2027,Не сдан,Чистовая,Новостройка,"22,1 м²","10,9 м²",,"2,55 м",1 совмещенный,Во двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,,р-н Красногвардейский,,3.0,"Академическая, Девяткино, Гражданский проспект","14 мин., 12 мин., 12 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"8 просмотров, 2 за сегодня",,,
"Продается 1-комн. квартира, 41,9 м²",ЖК «ЛСР. Измайловский»,"41,9 м²","28,5 м²","5,7 м²",8,11,2027,Не сдан,Предчистовая,Новостройка,"41,9 м²","28,5 м²","5,7 м²","2,5 м",1 совмещенный,Во двор,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,Есть,р-н Адмиралтейский,,3.0,"Балтийская, Технологический институт, Фрунзенская","14 мин., 11 мин., 12 мин.",ЛСР. Недвижимость-Северо-Запад,Бизнес,Монолитный,Гостевая,Жилой комплекс,"Внутренний двор, Архитектура",,True,"11 просмотров, нет за сегодня",,,
"Продается 2-комн. квартира, 53,61 м²",ЖК «Парадный ансамбль»,"53,61 м²",23 м²,"17,5 м²",5,5,2028,Не сдан,Чистовая,Новостройка,"53,61 м²",23 м²,"17,5 м²","2,77 м",,,Чистовая,"9 пассажирских, 9 грузовых",Монолитно-кирпичный,,р-н Московский,,3.0,"Проспект Ветеранов, Юго-Западная, Ленинский проспект","23 мин., 24 мин., 25 мин.",Setl Group,Комфорт,"Монолитно-кирпичный, монолитный",Подземная,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"10 просмотров, 1 за сегодня",,1 лоджия,
"Продается 1-комн. квартира, 32,5 м²",ЖК «Пейзажный квартал»,"32,5 м²","12,5 м²","13,5 м²",11,25,2026,Не сдан,Чистовая,Новостройка,"32,5 м²","12,5 м²","13,5 м²","2,55 м",1 совмещенный,На улицу,Чистовая,"1 пассажирский, 1 грузовой",Панельный,,р-н Красногвардейский,,3.0,"Академическая, Девяткино, Гражданский проспект","15 мин., 10 мин., 12 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Внутренний двор, Парки, Архитектура",,True,"32 просмотра, нет за сегодня",,"1 лоджия, 1 балкон",Наземная
"Продается 1-комн. квартира, 32,83 м²",ЖК «Образцовый квартал 17»,"32,83 м²","12,5 м²","11,8 м²",4,4,2026,Не сдан,Предчистовая,Новостройка,"32,83 м²","12,5 м²","11,8 м²","2,87 м",1 совмещенный,,Предчистовая,1 пассажирский,Монолитно-кирпичный,,р-н Пушкинский,,3.0,"Купчино, Звездная, Проспект Ветеранов","20 мин., 21 мин., 21 мин.",,,,,,,,True,"7 просмотров, нет за сегодня",,1 балкон,Наземная
"Продается 2-комн. квартира, 48,64 м²",ЖК «Морская миля»,"48,64 м²","22,4 м²",17 м²,14,23,2027,Не сдан,Чистовая,Новостройка,"48,64 м²","22,4 м²",17 м²,"2,55 м",1 раздельный,Во двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,,р-н Красносельский,,3.0,"Автово, Юго-Западная, Кировский завод","6 мин., 18 мин., 7 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Монолитно-кирпичный,Подземная,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"44 просмотра, 1 за сегодня",,,
"Продается студия, 26,53 м²",ЖК «Морская миля»,"26,53 м²",13 м²,,2,23,2027,Не сдан,Чистовая,Новостройка,"26,53 м²",13 м²,,"2,55 м",1 совмещенный,Во двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,,р-н Красносельский,,3.0,"Автово, Юго-Западная, Кировский завод","6 мин., 18 мин., 7 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Монолитно-кирпичный,Подземная,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"58 просмотров, нет за сегодня",,,
"Продается студия, 29,22 м²",ЖК «Северный ветер»,"29,22 м²",16 м²,5 м²,4,16,2028,Не сдан,Предчистовая,Новостройка,"29,22 м²",16 м²,5 м²,"2,72 м",1 совмещенный,Во двор,Предчистовая,"1 пассажирский, 2 грузовых",Монолитный,,р-н Василеостровский,,3.0,"Горный институт, Приморская, Василеостровская","11 мин., 10 мин., 15 мин.",Брусника,Бизнес,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Входная группа",,True,"21 просмотр, 1 за сегодня",,,
"Продается 2-комн. квартира, 53,79 м²",ЖК «Дубровский»,"53,79 м²","26,4 м²","12,6 м²",3,4,2027,Не сдан,С отделкой,Новостройка,"53,79 м²","26,4 м²","12,6 м²","2,77 м",,,С отделкой,,Монолитно-кирпичный,,р-н Пушкинский,,3.0,"Купчино, Звездная, Шушары","25 мин., 26 мин., 28 мин.",КВС,Бизнес,Монолитно-кирпичный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура",,True,"45 просмотров, нет за сегодня","Чистовая, Предчистовая",,
"Продается 1-комн. квартира, 35,67 м²",ЖК «Парадный ансамбль»,"35,67 м²",14 м²,"14,7 м²",2,5,2026,Не сдан,Чистовая,Новостройка,"35,67 м²",14 м²,"14,7 м²","2,77 м",,,Чистовая,"6 пассажирских, 6 грузовых",Монолитно-кирпичный,,р-н Московский,,3.0,"Московская, Проспект Ветеранов, Дунайская","21 мин., 23 мин., 23 мин.",Setl Group,Комфорт,"Монолитно-кирпичный, монолитный",Подземная,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"39 просмотров, нет за сегодня",,1 лоджия,
"Продается 1-комн. квартира, 33,96 м²",ЖК «Дубровский»,"33,96 м²","15,2 м²","10,2 м²",3,4,2026,Не сдан,С отделкой,Новостройка,"33,96 м²","15,2 м²","10,2 м²",,,,С отделкой,,Монолитно-кирпичный,,р-н Пушкинский,,3.0,"Купчино, Звездная, Шушары","25 мин., 26 мин., 28 мин.",КВС,Бизнес,Монолитно-кирпичный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура",,True,"67 просмотров, 1 за сегодня","Чистовая, Предчистовая",,
"Продается 2-комн. квартира, 58,4 м²",ЖК «Ручьи»,"58,4 м²","22,6 м²","20,5 м²",8,20,2027,Не сдан,Чистовая,Новостройка,"58,4 м²","22,6 м²","20,5 м²","2,55 м","1 совмещенный, 1 раздельный",Во двор,Чистовая,3 грузовых,Монолитный,,р-н Красногвардейский,,3.0,"Академическая, Девяткино, Гражданский проспект","14 мин., 12 мин., 13 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"2 просмотра, нет за сегодня",,1 балкон,
"Продается 3-комн. квартира, 64 м²",ЖК «Ручьи»,64 м²,"36,4 м²","15,7 м²",8,20,2027,Не сдан,Чистовая,Новостройка,64 м²,"36,4 м²","15,7 м²","2,55 м","1 совмещенный, 1 раздельный",Во двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,,р-н Красногвардейский,,3.0,"Академическая, Девяткино, Гражданский проспект","14 мин., 12 мин., 12 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"2 просмотра, нет за сегодня",,1 балкон,
"Продается 2-комн. квартира, 54,8 м²",ЖК «Пейзажный квартал»,"54,8 м²","24,1 м²",17 м²,16,25,2026,Не сдан,Чистовая,Новостройка,"54,8 м²","24,1 м²",17 м²,"2,55 м",1 раздельный,На улицу и двор,,"1 пассажирский, 1 грузовой",Панельный,,Пейзажный квартал Цветной Город жилой комплекс,,3.0,"Академическая, Девяткино, Гражданский проспект","15 мин., 10 мин., 12 мин.",,,,,,,,False,"19 просмотров, нет за сегодня",,"1 лоджия, 1 балкон",Наземная
