title,residential_complex,char_total_area,char_living_area,char_площадь кухни,char_floor_current,char_floor_total,char_completion_year,char_building_status,char_renovation,char_flat_тип_жилья,char_flat_общая_площадь,char_flat_жилая_площадь,char_flat_площадь_кухни,char_flat_высота_потолков,char_flat_санузел,char_flat_вид_из_окон,char_flat_отделка,char_building_количество_лифтов,char_building_тип_дома,char_building_пандус,district,building,metro_count,metro_names,metro_times,hc_developer,hc_class,hc_building_type,hc_parking,hc_complex_type,hc_advantages,developer_description,online_booking,views,hc_decoration_options,char_flat_балкон/лоджия,char_building_парковка
"Продается 1-комн. квартира, 44,06 м²",ЖК «Квартал Заречье»,"44,06 м²",,,5,9,2026,Не сдан,,Новостройка,"44,06 м²",,,"2,7 м",,,,5 грузовых,Монолитный,Есть,р-н Колпинский,71,3.0,"Рыбацкое, Пролетарская, Обухово","17 мин., 21 мин., 21 мин.",СЗ ИнтерГрупп,Комфорт,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура",,False,"13 просмотров, нет за сегодня",,,
"Продается 1-комн. квартира, 44,57 м²",ЖК «Квартал Заречье»,"44,57 м²",,,2,9,2026,Не сдан,,Новостройка,"44,57 м²",,,"2,7 м",,,,5 грузовых,Монолитный,Есть,р-н Колпинский,71,3.0,"Рыбацкое, Пролетарская, Обухово","17 мин., 21 мин., 21 мин.",СЗ ИнтерГрупп,Комфорт,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура",,False,"5 просмотров, нет за сегодня",,,
"Продается 1-комн. квартира, 33,67 м²",ЖК «PLUS Пулковский (Плюс Пулковский)»,"33,67 м²","10,3 м²","15,5 м²",3,5,2026,Не сдан,Чистовая,Новостройка,"33,67 м²","10,3 м²","15,5 м²","2,89 м",1 совмещенный,Во двор,Чистовая,1 грузовой,Монолитный,,р-н Московский,,3.0,"Юго-Западная, Проспект Ветеранов, Ленинский проспект","24 мин., 25 мин., 25 мин.",ГК ПСК,Комфорт,Монолитно-кирпичный,"Подземная, отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа",,False,"2 просмотра, нет за сегодня",,,
"Продается 1-комн. квартира, 34,43 м²",ЖК «PLUS Пулковский (Плюс Пулковский)»,"34,43 м²",12 м²,"12,1 м²",2,5,2025,Не сдан,Чистовая,Новостройка,"34,43 м²",12 м²,"12,1 м²","2,75 м",1 совмещенный,На улицу и двор,Чистовая,1 грузовой,Монолитный,,р-н Московский,3к1,3.0,"Звездная, Московская, Купчино","17 мин., 18 мин., 20 мин.",ГК ПСК,Комфорт,Монолитно-кирпичный,"Подземная, отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа",,False,"13 просмотров, 1 за сегодня",,,
"Продается 1-комн. квартира, 41,5 м²",ЖК «PLUS Пулковский (Плюс Пулковский)»,"41,5 м²","10,5 м²","22,5 м²",1,5,2027,Не сдан,Чистовая,Новостройка,"41,5 м²","10,5 м²","22,5 м²","2,89 м",1 совмещенный,Во двор,Чистовая,1 грузовой,Монолитный,,р-н Московский,,3.0,"Звездная, Проспект Ветеранов, Юго-Западная","22 мин., 23 мин., 24 мин.",ГК ПСК,Комфорт,Монолитно-кирпичный,"Подземная, отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа",,False,"2 просмотра, нет за сегодня",,,
"Продается 1-комн. квартира, 37,6 м²",ЖК «PLUS Пулковский (Плюс Пулковский)»,"37,6 м²","10,7 м²","16,2 м²",2,5,2027,Не сдан,Чистовая,Новостройка,"37,6 м²","10,7 м²","16,2 м²","2,89 м",1 совмещенный,Во двор,Чистовая,1 грузовой,Монолитный,,р-н Московский,,3.0,"Звездная, Проспект Ветеранов, Юго-Западная","22 мин., 23 мин., 24 мин.",ГК ПСК,Комфорт,Монолитно-кирпичный,"Подземная, отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа",,False,"2 просмотра, нет за сегодня",,,
"Продается студия, 28,8 м²",ЖК «Тайм Сквер»,"28,8 м²",,,10,13,2024,Сдан,,Новостройка,"28,8 м²",,,"2,74 м",,,,,Монолитно-кирпичный,,р-н Приморский,99,3.0,"Комендантский проспект, Старая Деревня, Беговая","8 мин., 11 мин., 13 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,Подземная,Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"12 просмотров, нет за сегодня",,,
"Продается студия, 21,9 м²",ЖК «ЛСР. Большая Охта»,"21,9 м²","10,3 м²",,2,10,2027,Не сдан,Предчистовая,Новостройка,"21,9 м²","10,3 м²",,"2,72 м",1 совмещенный,Во двор,Предчистовая,8 грузовых,Монолитный,,р-н Красногвардейский,,3.0,"Ладожская, Новочеркасская, Чернышевская","5 мин., 4 мин., 7 мин.",ЛСР. Недвижимость-Северо-Запад,Бизнес,Монолитный,Подземная,Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"92 просмотра, нет за сегодня",,,
"Продается студия, 27,5 м²",ЖК «Цивилизация на Неве»,"27,5 м²","13,8 м²",,2,18,2027,Не сдан,Предчистовая,Новостройка,"27,5 м²","13,8 м²",,"2,82 м",1 совмещенный,Во двор,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,Есть,р-н Невский,,3.0,"Улица Дыбенко, Ломоносовская, Проспект Большевиков","7 мин., 7 мин., 7 мин.",ЛСР. Недвижимость-Северо-Запад,Бизнес,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"28 просмотров, нет за сегодня",,,
"Продается студия, 29,51 м²",ЖК «Ultra City 3.0 (Ультра Сити 3.0)»,"29,51 м²","20,6 м²",,6,17,2028,Не сдан,Предчистовая,Новостройка,"29,51 м²","20,6 м²",,"2,75 м",,,Предчистовая,6 пассажирских,Монолитно-кирпичный,Есть,р-н Приморский,,3.0,"Комендантский проспект, Пионерская, Удельная","11 мин., 12 мин., 12 мин.",RBI,Комфорт,Монолитно-кирпичный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"17 просмотров, 1 за сегодня",,,Наземная
"Продается студия, 21,9 м²",ЖК «Аурум»,"21,9 м²",,,7,15,2029,Не сдан,,Новостройка,"21,9 м²",,,"2,74 м",,,,6 пассажирских,Монолитно-кирпичный,Есть,р-н Калининский,,3.0,"Лесная, Площадь Ленина, Выборгская","5 мин., 6 мин., 7 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,False,"16 просмотров, 1 за сегодня",,,
