title,residential_complex,char_total_area,char_living_area,char_площадь кухни,char_floor_current,char_floor_total,char_completion_year,char_building_status,char_renovation,char_flat_тип_жилья,char_flat_общая_площадь,char_flat_жилая_площадь,char_flat_площадь_кухни,char_flat_высота_потолков,char_flat_санузел,char_flat_балкон/лоджия,char_flat_вид_из_окон,char_flat_отделка,char_building_количество_лифтов,char_building_тип_дома,district,building,metro_count,metro_names,metro_times,hc_developer,hc_class,hc_building_type,hc_parking,hc_complex_type,hc_advantages,developer_description,online_booking,views,char_building_парковка,char_building_пандус,hc_decoration_options
"Продается 3-комн. квартира, 57,8 м²",ЖК «Цветной Город»,"57,8 м²","21,6 м²","15,4 м²",2,23,2025,Не сдан,Чистовая,Новостройка,"57,8 м²","21,6 м²","15,4 м²","2,57 м",1 раздельный,,Во двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Красногвардейский,,3.0,"Академическая, Девяткино, Гражданский проспект","19 мин., 15 мин., 15 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,"Панельный, монолитный","Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура",,True,"17 просмотров, 1 за сегодня",Наземная,,"Чистовая, Чистовая с мебелью"
"Продается 1-комн. квартира, 42,24 м²",ЖК «Кинопарк»,"42,24 м²","14,9 м²","13,3 м²",2,9,2028,Не сдан,Без отделки,Новостройка,"42,24 м²","14,9 м²","13,3 м²",3 м,,,,,14 пассажирских,Монолитно-кирпичный,р-н Красносельский,,3.0,"Юго-Западная, Проспект Ветеранов, Ленинский проспект","9 мин., 11 мин., 11 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,"Монолитно-кирпичный, монолитный","Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"40 просмотров, нет за сегодня",,Есть,
"Продается студия, 24,75 м²",ЖК «Башни Элемент»,"24,75 м²","16,6 м²",,3,22,2028,Не сдан,Предчистовая,Новостройка,"24,75 м²","16,6 м²",,"2,85 м",,,,Предчистовая,"10 пассажирских, 10 грузовых",Монолитный,р-н Василеостровский,,3.0,"Приморская, Горный институт, Василеостровская","10 мин., 13 мин., 14 мин.",Element,Бизнес,Монолитный,"Подземная, гостевая",Жилой комплекс,"Внутренний двор, Архитектура, Входная группа",,True,"44 просмотра, нет за сегодня",,,
"Продается 3-комн. квартира, 67,13 м²",ЖК «Аэросити Life (Аэросити Лайф)»,"67,13 м²",,,3,12,2027,Не сдан,,Новостройка,"67,13 м²",,,"2,7 м",,,,,"7 пассажирских, 7 грузовых",Панельный,р-н Пушкинский,,3.0,"Купчино, Звездная, Шушары","9 мин., 10 мин., 12 мин.",,,,,,,,False,"196 просмотров, 7 за сегодня",,,
"Продается 1-комн. квартира, 35,7 м²",ЖК «Гений»,"35,7 м²","10,1 м²","12,9 м²",2,20,2028,Не сдан,Предчистовая,Новостройка,"35,7 м²","10,1 м²","12,9 м²","2,75 м",,,,Предчистовая,4 грузовых,Монолитный,р-н Невский,22к1Е,3.0,"Улица Дыбенко, Проспект Большевиков, Ломоносовская","13 мин., 6 мин., 9 мин.",,,,,,,,False,"584 просмотра, 10 за сегодня",Подземная,Есть,
"Продается 2-комн. квартира, 58,66 м²",ЖК «Образцовый квартал 6.4»,"58,66 м²",31 м²,11 м²,1,4,2028,Не сдан,Предчистовая,Новостройка,"58,66 м²",31 м²,11 м²,"2,87 м",1 совмещенный,1 балкон,,Предчистовая,1 пассажирский,Монолитно-кирпичный,р-н Пушкинский,,3.0,"Купчино, Звездная, Проспект Ветеранов","20 мин., 21 мин., 22 мин.",,,,,,,,True,"22 просмотра, 1 за сегодня",Наземная,,
"Продается 2-комн. квартира, 58,34 м²",ЖК «Образцовый квартал 17»,"58,34 м²","25,3 м²","13,6 м²",1,4,2026,Не сдан,Предчистовая,Новостройка,"58,34 м²","25,3 м²","13,6 м²","2,87 м",1 совмещенный,1 балкон,,Предчистовая,1 пассажирский,Монолитно-кирпичный,р-н Пушкинский,,3.0,"Купчино, Звездная, Московская","20 мин., 21 мин., 22 мин.",,,,,,,,True,"12 просмотров, 4 за сегодня",Наземная,,
"Продается 1-комн. квартира, 37,12 м²",ЖК «ORO by Akvilon (ОРО от Аквилон)»,"37,12 м²",,,2,17,2027,Не сдан,Без отделки,Новостройка,"37,12 м²",,,"2,85 м",,,На улицу,,,Монолитно-кирпичный,р-н Московский,13ВА,3.0,"Звездная, Купчино, Московская","18 мин., 6 мин., 8 мин.",Группа Аквилон,Бизнес,Монолитно-кирпичный,Подземная,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа",,False,"13 просмотров, 2 за сегодня",,,
"Продается 1-комн. квартира, 33,83 м²",ЖК «Аквилон All In 3.0»,"33,83 м²",,,11,12,2025,Не сдан,,Новостройка,"33,83 м²",,,"2,72 м",,,,,11 грузовых,Монолитно-кирпичный,р-н Пушкинский,,3.0,"Звездная, Купчино, Шушары","12 мин., 13 мин., 13 мин.",Группа Аквилон,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"4 просмотра, 1 за сегодня",,,
"Продается 1-комн. квартира, 35,57 м²",ЖК «Setl Ривьера»,"35,57 м²",10 м²,"18,8 м²",1,12,2028,Не сдан,Чистовая,Новостройка,"35,57 м²",10 м²,"18,8 м²","2,77 м",,1 лоджия,,Чистовая,8 пассажирских,Монолитно-кирпичный,р-н Невский,,3.0,"Проспект Большевиков, Новочеркасская, Ломоносовская","7 мин., 7 мин., 7 мин.",Setl Group,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"55 просмотров, 3 за сегодня",,,
"Продается 1-комн. квартира, 38,3 м²",ЖК «Аквилон ZALIVE (Аквилон ЗАЛИВ)»,"38,3 м²",,,1,13,2024,Сдан,,Новостройка,"38,3 м²",,,"2,7 м",,,,,"8 пассажирских, 16 грузовых",Монолитно-кирпичный,р-н Василеостровский,5,3.0,"Приморская, Горный институт, Спортивная","7 мин., 8 мин., 13 мин.",Группа Аквилон,Бизнес,Монолитно-кирпичный,"Подземная, отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"549 просмотров, 9 за сегодня",,Есть,
"Продается 2-комн. квартира, 55,82 м²",ЖК «Образцовый квартал 17»,"55,82 м²","25,8 м²","16,3 м²",2,4,2026,Не сдан,Предчистовая,Новостройка,"55,82 м²","25,8 м²","16,3 м²","2,87 м",1 совмещенный,1 балкон,,Предчистовая,1 пассажирский,Монолитно-кирпичный,р-н Пушкинский,,3.0,"Купчино, Московская, Звездная","20 мин., 20 мин., 21 мин.",,,,,,,,True,"20 просмотров, 6 за сегодня",Наземная,,
"Продается 1-комн. квартира, 28,9 м²",ЖК «Панорама Невы»,"28,9 м²",,,10,11,2023,Сдан,,Новостройка,"28,9 м²",,,"2,75 м",,,,,4 грузовых,Монолитно-кирпичный,р-н Невский,86К2,3.0,"Ломоносовская, Пролетарская, Улица Дыбенко","5 мин., 6 мин., 8 мин.",Строительный холдинг Сенатор,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,False,"240 просмотров, 4 за сегодня",,Есть,
"Продается 2-комн. квартира, 60,44 м²",ЖК «Образцовый квартал 16»,"60,44 м²","31,3 м²","10,8 м²",1,4,2026,Не сдан,Предчистовая,Новостройка,"60,44 м²","31,3 м²","10,8 м²","2,87 м",1 совмещенный,1 балкон,,Предчистовая,1 пассажирский,Монолитно-кирпичный,р-н Пушкинский,3,3.0,"Купчино, Московская, Звездная","20 мин., 20 мин., 21 мин.",,,,,,,,True,"92 просмотра, 4 за сегодня",Наземная,,
"Продается 1-комн. квартира, 30,19 м²",ЖК «НОВАЯ ЗЕМЛЯ»,"30,19 м²","7,9 м²","16,8 м²",6,17,2028,Не сдан,Предчистовая,Новостройка,"30,19 м²","7,9 м²","16,8 м²","2,85 м",1 совмещенный,,Во двор,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Василеостровский,,3.0,"Горный институт, Приморская, Василеостровская","15 мин., 13 мин., 15 мин.",LEGENDA Intelligent Development,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Парковка, Архитектура, Входная группа",,False,"225 просмотров, 1 за сегодня",,Есть,"Предчистовая, Без отделки"
"Продается студия, 32,8 м²",ЖК «Respect (Респект)»,"32,8 м²","15,8 м²",5 м²,3,13,2027,Не сдан,Предчистовая,Новостройка,"32,8 м²","15,8 м²",5 м²,"2,7 м",1 совмещенный,1 балкон,Во двор,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Калининский,87,3.0,"Площадь Мужества, Лесная, Выборгская","7 мин., 17 мин., 7 мин.",ГК ПСК,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,Архитектура,,False,"4 просмотра, нет за сегодня",,,"Чистовая, Предчистовая"
"Продается 2-комн. квартира, 53,14 м²",ЖК «Речной квартал»,"53,14 м²","21,8 м²","15,7 м²",15,24,2028,Не сдан,Черновая,Новостройка,"53,14 м²","21,8 м²","15,7 м²","2,7 м",,,,Черновая,"1 пассажирский, 1 грузовой",Монолитный,р-н Невский,,3.0,"Ломоносовская, Пролетарская, Обухово","9 мин., 10 мин., 10 мин.",,,,,,,,False,"291 просмотр, 28 за сегодня",Подземная,,Черновая
"Продается 3-комн. квартира, 65,87 м²",ЖК «Аэросити Life (Аэросити Лайф)»,"65,87 м²",,,5,12,2027,Не сдан,,Новостройка,"65,87 м²",,,"2,7 м",,,,,"7 пассажирских, 7 грузовых",Панельный,р-н Пушкинский,,3.0,"Купчино, Звездная, Шушары","9 мин., 10 мин., 12 мин.",,,,,,,,False,"81 просмотр, 1 за сегодня",,,
"Продается 2-комн. квартира, 49,8 м²",ЖК «Ручьи»,"49,8 м²",28 м²,5 м²,1,17,2026,Не сдан,Чистовая,Новостройка,"49,8 м²",28 м²,5 м²,"2,67 м",2 совмещенных,,Во двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Красногвардейский,,3.0,"Академическая, Девяткино, Гражданский проспект","14 мин., 14 мин., 14 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"427 просмотров, 4 за сегодня",,Есть,
"Продается 3-комн. квартира, 63,7 м²",ЖК «Пейзажный квартал»,"63,7 м²","35,7 м²","18,1 м²",10,19,2026,Не сдан,Чистовая,Новостройка,"63,7 м²","35,7 м²","18,1 м²","2,55 м","1 совмещенный, 1 раздельный",,На улицу и двор,Чистовая,1 грузовой,Панельный,р-н Красногвардейский,23,3.0,"Академическая, Девяткино, Гражданский проспект","16 мин., 11 мин., 12 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Внутренний двор, Парки, Архитектура",,True,"1114 просмотров, 10 за сегодня",Наземная,,
"Продается студия, 23,15 м²",ЖК «Башни Элемент»,"23,15 м²","14,5 м²",,4,22,2028,Не сдан,Предчистовая,Новостройка,"23,15 м²","14,5 м²",,"2,85 м",,,,Предчистовая,"10 пассажирских, 10 грузовых",Монолитный,р-н Василеостровский,,3.0,"Приморская, Горный институт, Василеостровская","10 мин., 13 мин., 14 мин.",Element,Бизнес,Монолитный,"Подземная, гостевая",Жилой комплекс,"Внутренний двор, Архитектура, Входная группа",,True,"69 просмотров, нет за сегодня",,,
"Продается 1-комн. квартира, 43 м²",ЖК «Прагма city»,43 м²,14 м²,"15,8 м²",21,23,2022,Сдан,Предчистовая,Новостройка,43 м²,14 м²,"15,8 м²","2,73 м",1 совмещенный,1 балкон,,Предчистовая,"1 пассажирский, 2 грузовых",Монолитный,р-н Выборгский,дор. Ольгинская,3.0,"Парнас, Проспект Просвещения, Озерки","19 мин., 7 мин., 9 мин.",,,,,,,,False,"445 просмотров, 7 за сегодня",Наземная,,"Чистовая, Предчистовая, Без отделки"
"Продается 2-комн. квартира, 59,09 м²",ЖК «Образцовый квартал 17»,"59,09 м²","30,4 м²",11 м²,1,4,2026,Не сдан,Предчистовая,Новостройка,"59,09 м²","30,4 м²",11 м²,"2,87 м",1 совмещенный,1 балкон,,Предчистовая,1 пассажирский,Монолитно-кирпичный,р-н Пушкинский,,3.0,"Купчино, Звездная, Проспект Ветеранов","20 мин., 21 мин., 21 мин.",,,,,,,,True,"48 просмотров, 4 за сегодня",Наземная,,
"Продается 2-комн. квартира, 58,42 м²",ЖК «Образцовый квартал 16»,"58,42 м²","31,7 м²","10,6 м²",2,4,2026,Не сдан,Предчистовая,Новостройка,"58,42 м²","31,7 м²","10,6 м²","2,87 м",1 совмещенный,1 балкон,,Предчистовая,1 пассажирский,Монолитно-кирпичный,р-н Пушкинский,1,3.0,"Купчино, Звездная, Московская","20 мин., 21 мин., 22 мин.",,,,,,,,True,"72 просмотра, 5 за сегодня",Наземная,,
"Продается 2-комн. квартира, 64,91 м²",ЖК «Смарт»,"64,91 м²",,,9,11,2025,Сдан,,Новостройка,"64,91 м²",,,"2,6 м",,,,,"3 пассажирских, 3 грузовых",Монолитно-кирпичный,р-н Пушкинский,19к2,3.0,"Шушары, Купчино, Звездная","14 мин., 14 мин., 15 мин.",ИСК Вита,Комфорт,Монолитно-кирпичный,Подземная,Жилой комплекс,"Парковка, Внутренний двор, Архитектура",,False,"70 просмотров, нет за сегодня",,,
"Продается 1-комн. квартира, 36,25 м²",ЖК «Аурум»,"36,25 м²",,,1,15,2029,Не сдан,,Новостройка,"36,25 м²",,,"2,74 м",,,,,6 пассажирских,Монолитно-кирпичный,р-н Калининский,,3.0,"Лесная, Площадь Ленина, Выборгская","5 мин., 6 мин., 7 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,False,"11 просмотров, 2 за сегодня",,Есть,
"Продается 2-комн. квартира, 65,77 м²",ЖК «Квартал Заречье»,"65,77 м²",,,1,9,2027,Не сдан,,Новостройка,"65,77 м²",,,"2,7 м",,,,,5 грузовых,Монолитный,р-н Колпинский,,3.0,"Рыбацкое, Обухово, Пролетарская","18 мин., 21 мин., 22 мин.",СЗ ИнтерГрупп,Комфорт,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура",,False,"1 просмотр, нет за сегодня",,Есть,
"Продается 2-комн. квартира, 64,35 м²",ЖК «Квартал Заречье»,"64,35 м²",,,4,9,2027,Не сдан,,Новостройка,"64,35 м²",,,"2,7 м",,,,,5 грузовых,Монолитный,р-н Колпинский,,3.0,"Рыбацкое, Обухово, Пролетарская","18 мин., 21 мин., 22 мин.",СЗ ИнтерГрупп,Комфорт,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура",,False,"4 просмотра, нет за сегодня",,Есть,
"Продается 1-комн. квартира, 64,79 м²",ЖК «Квартал Заречье»,"64,79 м²",,,2,9,2027,Не сдан,,Новостройка,"64,79 м²",,,"2,7 м",,,,,5 грузовых,Монолитный,р-н Колпинский,,3.0,"Рыбацкое, Обухово, Пролетарская","18 мин., 21 мин., 22 мин.",СЗ ИнтерГрупп,Комфорт,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура",,False,"7 просмотров, нет за сегодня",,Есть,
"Продается 1-комн. квартира, 31,24 м²",ЖК «НОВАЯ ЗЕМЛЯ»,"31,24 м²","9,2 м²","13,8 м²",8,15,2028,Не сдан,Предчистовая,Новостройка,"31,24 м²","9,2 м²","13,8 м²","2,85 м",1 совмещенный,,Во двор,Предчистовая,"2 пассажирских, 1 грузовой",Монолитный,р-н Василеостровский,,3.0,"Приморская, Горный институт, Василеостровская","13 мин., 15 мин., 15 мин.",LEGENDA Intelligent Development,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Парковка, Архитектура, Входная группа",,False,"34 просмотра, 2 за сегодня",,Есть,"Предчистовая, Без отделки"
"Продается студия, 27,83 м²",ЖК «LEGENDA Васильевского»,"27,83 м²","16,5 м²",5 м²,3,10,2029,Не сдан,Предчистовая,Новостройка,"27,83 м²","16,5 м²",5 м²,"2,72 м",1 совмещенный,,Во двор,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Василеостровский,к2,3.0,"Горный институт, Василеостровская, Приморская","15 мин., 5 мин., 6 мин.",LEGENDA Intelligent Development,Бизнес,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа",,False,"142 просмотра, 6 за сегодня",,,"Предчистовая, Черновая"
"Продается 2-комн. квартира, 53,66 м²",ЖК «Речной квартал»,"53,66 м²","21,8 м²","15,7 м²",13,24,2028,Не сдан,Черновая,Новостройка,"53,66 м²","21,8 м²","15,7 м²","2,7 м",,,,Черновая,"1 пассажирский, 1 грузовой",Монолитный,р-н Невский,,3.0,"Ломоносовская, Пролетарская, Обухово","9 мин., 10 мин., 10 мин.",,,,,,,,False,"38 просмотров, 1 за сегодня",Подземная,,Черновая
"Продается 1-комн. квартира, 33,01 м²",ЖК «Северный ветер»,"33,01 м²","9,5 м²","12,3 м²",4,9,2028,Не сдан,Предчистовая,Новостройка,"33,01 м²","9,5 м²","12,3 м²","2,98 м",1 совмещенный,,Во двор,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Василеостровский,,3.0,"Василеостровская, Приморская, Горный институт","14 мин., 10 мин., 13 мин.",Брусника,Бизнес,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Входная группа",,True,"17 просмотров, 5 за сегодня",,,
"Продается 2-комн. квартира, 52,36 м²",ЖК «ЮгТаун. Олимпийские кварталы»,"52,36 м²","27,3 м²","12,4 м²",1,5,2027,Не сдан,Чистовая,Новостройка,"52,36 м²","27,3 м²","12,4 м²",,,,,Чистовая,,Монолитный,р-н Пушкинский,,3.0,"Купчино, Московская, Звездная","20 мин., 20 мин., 21 мин.",КВС,Комфорт,Монолитный,Гостевая,Жилой комплекс,"Отделка, Внутренний двор, Архитектура",,True,"27 просмотров, 1 за сегодня",,,
"Продается 1-комн. квартира, 32,1 м²",ЖК «Витебский парк»,"32,1 м²","9,4 м²","15,8 м²",11,12,2028,Не сдан,Предчистовая,Новостройка,"32,1 м²","9,4 м²","15,8 м²","2,68 м",1 совмещенный,,На улицу,Предчистовая,2 пассажирских,Монолитный,р-н Фрунзенский,,3.0,"Волковская, Обводный канал, Бухарестская","23 мин., 7 мин., 7 мин.",ПИК,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Входная группа, Лифт",,True,"39 просмотров, 8 за сегодня",Открытая,,"Чистовая, Предчистовая"
"Продается 2-комн. квартира, 59,71 м²",ЖК «Образцовый квартал 6.4»,"59,71 м²",29 м²,12 м²,1,4,2028,Не сдан,Предчистовая,Новостройка,"59,71 м²",29 м²,12 м²,"2,87 м",1 совмещенный,1 балкон,,Предчистовая,1 пассажирский,Монолитно-кирпичный,р-н Пушкинский,,3.0,"Купчино, Звездная, Проспект Ветеранов","20 мин., 21 мин., 22 мин.",,,,,,,,True,"19 просмотров, 1 за сегодня",Наземная,,
"Продается 2-комн. квартира, 59,54 м²",ЖК «Образцовый квартал 17»,"59,54 м²","25,5 м²","16,8 м²",1,4,2026,Не сдан,Предчистовая,Новостройка,"59,54 м²","25,5 м²","16,8 м²","2,87 м",1 совмещенный,1 балкон,,Предчистовая,1 пассажирский,Монолитно-кирпичный,р-н Пушкинский,,3.0,"Купчино, Звездная, Проспект Ветеранов","20 мин., 21 мин., 21 мин.",,,,,,,,True,"27 просмотров, 1 за сегодня",Наземная,,
"Продается 1-комн. квартира, 37,51 м²",ЖК «ORO by Akvilon (ОРО от Аквилон)»,"37,51 м²",,,2,17,2027,Не сдан,Без отделки,Новостройка,"37,51 м²",,,"2,85 м",,,Во двор,,"12 пассажирских, 3 грузовых",Монолитно-кирпичный,р-н Московский,13ВА,3.0,"Звездная, Купчино, Московская","15 мин., 6 мин., 8 мин.",Группа Аквилон,Бизнес,Монолитно-кирпичный,Подземная,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа",,False,"3 просмотра, 1 за сегодня",,,
"Продается 1-комн. квартира, 33,41 м²",ЖК «Аквилон All In 3.0»,"33,41 м²",,,12,12,2025,Не сдан,,Новостройка,"33,41 м²",,,"2,72 м",,,,,11 грузовых,Монолитно-кирпичный,р-н Пушкинский,,3.0,"Звездная, Купчино, Шушары","12 мин., 13 мин., 13 мин.",Группа Аквилон,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"3 просмотра, нет за сегодня",,,
"Продается 1-комн. квартира, 44,75 м²",ЖК «Кронфорт.Центральный»,"44,75 м²","17,3 м²","16,7 м²",1,4,2026,Не сдан,Чистовая,Новостройка,"44,75 м²","17,3 м²","16,7 м²","3,04 м",,,На улицу и двор,Чистовая,,Монолитный,р-н Кронштадтский,,,,,ГК Алькор,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Отделка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,False,"47 просмотров, нет за сегодня",Подземная,,"Чистовая, Предчистовая, Без отделки"
"Продается 2-комн. квартира, 53,08 м²",ЖК «Юнтолово»,"53,08 м²",16 м²,"22,3 м²",1,23,2026,Не сдан,Чистовая,Новостройка,"53,08 м²",16 м²,"22,3 м²",,,,На улицу и двор,Чистовая,1 грузовой,Монолитный,р-н Приморский,1к4,3.0,"Беговая, Старая Деревня, Черная речка","14 мин., 18 мин., 21 мин.",Главстрой Санкт-Петербург,Комфорт,"Монолитно-кирпичный, монолитный",Гостевая,Жилой комплекс,Отделка,,True,"1807 просмотров, 37 за сегодня",,Есть,"Чистовая, Предчистовая"
"Продается студия, 27,26 м²",ЖК «Приморский квартал»,"27,26 м²",,,16,25,2024,Сдан,,Новостройка,"27,26 м²",,,"2,74 м",,,,,"8 пассажирских, 11 грузовых",Монолитный,р-н Приморский,13к2,3.0,"Пионерская, Черная речка, Комендантский проспект","9 мин., 23 мин., 6 мин.",Мегалит–Охта Групп,Комфорт,"Монолитно-кирпичный, монолитный, блочный","Подземная, отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"19 просмотров, 3 за сегодня",,Есть,
"Продается 1-комн. квартира, 33,01 м²",ЖК «Аурум»,"33,01 м²",,,2,15,2029,Не сдан,,Новостройка,"33,01 м²",,,"2,74 м",,,,,6 пассажирских,Монолитно-кирпичный,р-н Калининский,,3.0,"Лесная, Площадь Ленина, Выборгская","5 мин., 6 мин., 7 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,False,"нет просмотров, нет за сегодня",,Есть,
"Продается 1-комн. квартира, 33,57 м²",ЖК «Аурум»,"33,57 м²",,,2,15,2029,Не сдан,,Новостройка,"33,57 м²",,,"2,74 м",,,,,6 пассажирских,Монолитно-кирпичный,р-н Калининский,,3.0,"Лесная, Площадь Ленина, Выборгская","5 мин., 6 мин., 7 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,False,"нет просмотров, нет за сегодня",,Есть,
"Продается 2-комн. квартира, 65,21 м²",ЖК «Квартал Заречье»,"65,21 м²",,,5,9,2027,Не сдан,,Новостройка,"65,21 м²",,,"2,7 м",,,,,5 грузовых,Монолитный,р-н Колпинский,,3.0,"Рыбацкое, Обухово, Пролетарская","18 мин., 21 мин., 22 мин.",СЗ ИнтерГрупп,Комфорт,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура",,False,"2 просмотра, нет за сегодня",,Есть,
"Продается 1-комн. квартира, 62,17 м²",ЖК «Квартал Заречье»,"62,17 м²",,,2,9,2026,Не сдан,,Новостройка,"62,17 м²",,,"2,7 м",,,,,5 грузовых,Монолитный,р-н Колпинский,,3.0,"Рыбацкое, Пролетарская, Обухово","18 мин., 21 мин., 22 мин.",СЗ ИнтерГрупп,Комфорт,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура",,False,"37 просмотров, нет за сегодня",,Есть,
"Продается студия, 28,1 м²",ЖК «LEGENDA Васильевского»,"28,1 м²","15,7 м²",5 м²,2,10,2029,Не сдан,Предчистовая,Новостройка,"28,1 м²","15,7 м²",5 м²,"2,72 м",1 совмещенный,,Во двор,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Василеостровский,к1,3.0,"Горный институт, Василеостровская, Приморская","15 мин., 5 мин., 6 мин.",LEGENDA Intelligent Development,Бизнес,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа",,False,"115 просмотров, нет за сегодня",,,"Предчистовая, Черновая"
"Продается студия, 27,67 м²",ЖК «Respect (Респект)»,"27,67 м²",13 м²,5 м²,4,13,2027,Не сдан,Чистовая,Новостройка,"27,67 м²",13 м²,5 м²,"2,7 м",1 совмещенный,1 балкон,Во двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Калининский,87,3.0,"Лесная, Выборгская, Площадь Мужества","17 мин., 7 мин., 7 мин.",ГК ПСК,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,Архитектура,,False,"1 просмотр, 1 за сегодня",,,"Чистовая, Предчистовая"
"Продается 1-комн. квартира, 36,38 м²",ЖК «Цивилизация на Неве»,"36,38 м²","11,2 м²","14,6 м²",8,18,2027,Не сдан,Предчистовая,Новостройка,"36,38 м²","11,2 м²","14,6 м²","2,82 м","1 совмещенный, 1 раздельный",1 лоджия,Во двор,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Невский,,3.0,"Улица Дыбенко, Ломоносовская, Проспект Большевиков","7 мин., 7 мин., 7 мин.",ЛСР. Недвижимость-Северо-Запад,Бизнес,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"43 просмотра, нет за сегодня",,Есть,
"Продается 2-комн. квартира, 49,8 м²",ЖК «Ручьи»,"49,8 м²","20,8 м²","14,4 м²",5,22,2027,Не сдан,Чистовая,Новостройка,"49,8 м²","20,8 м²","14,4 м²","2,55 м","1 совмещенный, 1 раздельный","1 лоджия, 1 балкон",На улицу и двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Красногвардейский,,3.0,"Академическая, Девяткино, Гражданский проспект","14 мин., 14 мин., 14 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"152 просмотра, 1 за сегодня",,Есть,
