title,residential_complex,char_total_area,char_living_area,char_площадь кухни,char_floor_current,char_floor_total,char_completion_year,char_building_status,char_renovation,char_flat_тип_жилья,char_flat_общая_площадь,char_flat_жилая_площадь,char_flat_площадь_кухни,char_flat_высота_потолков,char_flat_санузел,char_flat_балкон/лоджия,char_flat_вид_из_окон,char_flat_отделка,char_building_количество_лифтов,char_building_тип_дома,district,building,metro_count,metro_names,metro_times,hc_developer,hc_class,hc_building_type,hc_parking,hc_complex_type,hc_advantages,developer_description,online_booking,views,char_building_парковка,char_building_пандус,hc_decoration_options
"Продается 1-комн. квартира, 48,1 м²",ЖК «Прагма city»,"48,1 м²","17,4 м²","14,5 м²",3,23,2022,Сдан,Предчистовая,Новостройка,"48,1 м²","17,4 м²","14,5 м²","2,73 м",1 раздельный,1 балкон,,Предчистовая,"1 пассажирский, 2 грузовых",Монолитный,р-н Выборгский,дор. Ольгинская,3.0,"Парнас, Проспект Просвещения, Озерки","19 мин., 7 мин., 9 мин.",,,,,,,,False,"369 просмотров, 2 за сегодня",Наземная,,"Чистовая, Предчистовая, Без отделки"
"Продается 1-комн. квартира, 52,3 м²",ЖК «Кронфорт.Центральный»,"52,3 м²","18,4 м²","19,5 м²",1,4,2026,Не сдан,Предчистовая,Новостройка,"52,3 м²","18,4 м²","19,5 м²","3,04 м",,,На улицу и двор,Предчистовая,,Монолитный,р-н Кронштадтский,,,,,ГК Алькор,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Отделка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,False,"1441 просмотр, 1 за сегодня",Подземная,,"Чистовая, Предчистовая, Без отделки"
"Продается студия, 29,7 м²",ЖК «Знатный»,"29,7 м²",,,3,12,2027,Не сдан,,Новостройка,"29,7 м²",,,"2,9 м",,,,,,Монолитно-кирпичный,р-н Московский,21Д,3.0,"Московские ворота, Электросила, Фрунзенская","14 мин., 17 мин., 5 мин.",,,,,,,,True,"185 просмотров, 7 за сегодня",,Есть,
"Продается 1-комн. квартира, 48 м²",ЖК «Окла (Okla)»,48 м²,,,10,25,2026,Не сдан,,Новостройка,48 м²,,,,,,,,,Монолитный,р-н Приморский,11к1,3.0,"Проспект Просвещения, Озерки, Удельная","11 мин., 12 мин., 13 мин.",Ленстройтрест,Комфорт,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"5 просмотров, 1 за сегодня",,,
"Продается 1-комн. квартира, 47,35 м²",ЖК «Окла (Okla)»,"47,35 м²",,,10,25,2026,Не сдан,,Новостройка,"47,35 м²",,,,,,,,,Монолитный,р-н Приморский,11к1,3.0,"Проспект Просвещения, Озерки, Удельная","11 мин., 12 мин., 13 мин.",Ленстройтрест,Комфорт,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"13 просмотров, 6 за сегодня",,,
"Продается 2-комн. квартира, 51,2 м²",ЖК «Клюква.Парк»,"51,2 м²",,,2,12,2028,Не сдан,Без отделки,Новостройка,"51,2 м²",,,"2,72 м",,,,,"10 пассажирских, 10 грузовых",Монолитно-кирпичный,р-н Пушкинский,,3.0,"Звездная, Московская, Купчино","10 мин., 12 мин., 13 мин.",,,,,,,,False,"15 просмотров, нет за сегодня",,Есть,
"Продается 1-комн. квартира, 44,5 м²",ЖК «Loft у Озера (Лофт у Озера)»,"44,5 м²",,,3,5,2024,Сдан,Без отделки,Новостройка,"44,5 м²",,,"2,85 м",2 раздельных,1 балкон,,Без отделки,"3 пассажирских, 1 грузовой",,р-н Выборгский,ул. Береговая,3.0,"Проспект Просвещения, Озерки, Удельная","8 мин., 9 мин., 10 мин.",СЗ Интеском,Бизнес,Монолитно-кирпичный,"Подземная, гостевая",Клубный дом,"Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"16 просмотров, 6 за сегодня",,,Без отделки
"Продается 2-комн. квартира, 57,21 м²",ЖК «Образцовый квартал 17»,"57,21 м²","30,5 м²","10,1 м²",2,4,2026,Не сдан,Предчистовая,Новостройка,"57,21 м²","30,5 м²","10,1 м²","2,87 м",1 совмещенный,1 балкон,,Предчистовая,1 пассажирский,Монолитно-кирпичный,р-н Пушкинский,,3.0,"Купчино, Московская, Звездная","20 мин., 20 мин., 21 мин.",,,,,,,,True,"84 просмотра, 4 за сегодня",Наземная,,
"Продается 1-комн. квартира, 36,69 м²",ЖК «Аурум»,"36,69 м²",,,1,15,2029,Не сдан,,Новостройка,"36,69 м²",,,"2,74 м",,,,,6 пассажирских,Монолитно-кирпичный,р-н Калининский,,3.0,"Лесная, Площадь Ленина, Выборгская","5 мин., 6 мин., 7 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,False,"нет просмотров, нет за сегодня",,Есть,
"Продается 2-комн. квартира, 45,06 м²",ЖК «PLUS Пулковский (Плюс Пулковский)»,"45,06 м²","25,2 м²","13,1 м²",2,5,2027,Не сдан,Чистовая,Новостройка,"45,06 м²","25,2 м²","13,1 м²","2,89 м","1 совмещенный, 1 раздельный",,На улицу и двор,Чистовая,1 грузовой,Монолитный,р-н Московский,,3.0,"Звездная, Проспект Ветеранов, Юго-Западная","22 мин., 23 мин., 24 мин.",ГК ПСК,Комфорт,Монолитно-кирпичный,"Подземная, отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа",,False,"2 просмотра, нет за сегодня",,,
"Продается 2-комн. квартира, 47,5 м²",ЖК «PLUS Пулковский (Плюс Пулковский)»,"47,5 м²","24,6 м²","10,5 м²",2,5,2027,Не сдан,Чистовая,Новостройка,"47,5 м²","24,6 м²","10,5 м²","2,89 м",1 совмещенный,,На улицу и двор,Чистовая,1 грузовой,Монолитный,р-н Московский,,3.0,"Звездная, Проспект Ветеранов, Юго-Западная","22 мин., 23 мин., 24 мин.",ГК ПСК,Комфорт,Монолитно-кирпичный,"Подземная, отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа",,False,"5 просмотров, нет за сегодня",,,
"Продается 2-комн. квартира, 50,5 м²",ЖК «Ручьи»,"50,5 м²",21 м²,"14,5 м²",21,22,2027,Не сдан,Чистовая,Новостройка,"50,5 м²",21 м²,"14,5 м²","2,55 м","1 совмещенный, 1 раздельный","1 лоджия, 1 балкон",На улицу и двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Красногвардейский,,3.0,"Академическая, Девяткино, Гражданский проспект","14 мин., 14 мин., 14 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"319 просмотров, нет за сегодня",,Есть,
